58877: ACCT,"ACC 2203 Lecture"
61636: OPRE,"Spec Topics In Opr"
61637: OPRE,"Spec Topics: Operat Research"
61638: OPRE,"Special Topics in OR"
61639: OPRE,"Special Topics in Operations R"
61640: OPRE,"Stoch Proc Bus Appli"
61641: OPRE,"System Simulation"
61642: OPRE,"Thesis (Thesis II)"
61643: PERM,"Bc Student On Permit"
61644: PERM,"Bc Student on Permit"
61645: PERM,"Cse 099 - Lag Cc"
61646: PERM,"Doctoral Student on ePermit"
61647: PERM,"Eng 099 - Lag Cc"
61648: PERM,"GRD NonCUNY Permit 3.0 Credits"
61649: PERM,"GRD NonCUNY Permit 4.0 Credits"
61650: PERM,"GRD NonCUNY Permit 6.0 Credits"
61651: PERM,"Graduate Student on ePermit"
61652: PERM,"Kcc - ESL Writing"
61653: PERM,"Kcc - Mathematics"
61654: PERM,"Mat 096-Lag CC"
61655: PERM,"Non-CUNY Permit 7.0 Credits"
61656: PERM,"Non-Cuny Permit"
61657: PERM,"Non-Cuny Permit 5.0 Credits"
61658: PERM,"NonCUNY Permit"
61659: PERM,"NonCUNY Permit 1.0 Credit"
61660: PERM,"NonCUNY Permit 10.0 Credits"
61661: PERM,"NonCUNY Permit 11.0 Credits"
61662: PERM,"NonCUNY Permit 12.0 Credits"
61663: PERM,"NonCUNY Permit 2.0 Credits"
61664: PERM,"NonCUNY Permit 3.0 Credits"
61665: PERM,"NonCUNY Permit 4 Credits"
61666: PERM,"NonCUNY Permit 4.5 Credits"
61667: PERM,"NonCUNY Permit 6.0 Credits"
61668: PERM,"NonCUNY Permit 8.0 Credits"
61669: PERM,"NonCUNY Permit 9.0 Credits"
61670: PERM,"Perm In Math"
61671: PERM,"Permit For Math"
61672: PERM,"Permit-Intensv Progr"
61673: PERM,"Prelude Amm 101 Lag"
61674: PERM,"Prelude CSE 099 Lag"
61675: PERM,"Prelude ENG 098 Language"
61676: PERM,"Prelude ENG 101 Lag"
61677: PERM,"Prelude Huc 101 Lag"
61678: PERM,"Prelude Mat 096 Lag"
61679: PERM,"Prelude Mat 200 Lag"
61680: PERM,"Prelude To Success"
61681: PERM,"Puerto Rico Initiative ePermit"
61682: PERM,"Student On Permit"
61683: PERM,"Undergraduate Student on ePerm"
61684: PHIL,"American Philosophy"
61685: PHIL,"Ancient Greek Philosophy"
61686: PHIL,"Art and Public Policy"
61687: PHIL,"Capstone:Metaphy/Epistemology"
61688: PHIL,"Christ61689: PHIL,"Classical Buddhism"
61690: PHIL,"Classical Chinese Philosophy"
61691: PHIL,"Comm Law and Free Speech"
61692: PHIL,"Computer Ethics"
61693: PHIL,"Crime and Punishment"
61694: PHIL,"Env Ethcs61695: PHIL,"Environmental Ethics"
61696: PHIL,"Ethics and Critical Thinking"
61697: PHIL,"Ethics61698: PHIL,"Ex in Philosophy & Literature"
61699: PHIL,"Experimental Philosophy"
61700: PHIL,"Global Ethics"
61701: PHIL,"Great Works of Philosophy I"
61702: PHIL,"Great Works of Philosophy II"
61703: PHIL,"Hon - Philosophy Of Law"
61704: PHIL,"Hon Ind Stud PHI I"
61705: PHIL,"Hon Maj Issues PHI"
61706: PHIL,"Honors - Environmental Ethics"
61707: PHIL,"Honors - Ethical Theories"
61708: PHIL,"Honors - Global Ethics"
61709: PHIL,"Honors - Philosophy Honors II"
61710: PHIL,"Honors - Philosophy I"
61711: PHIL,"Honors Study"
61712: PHIL,"Independent Study PHI I"
61713: PHIL,"Independent Study PHI II"
61714: PHIL,"Independent Study PHI III"
61715: PHIL,"Indian Philosophy"
61716: PHIL,"Logic and Moral Reasoning"
61717: PHIL,"Major Issues in Philosophy"
61718: PHIL,"Mind and Computers"
61719: PHIL,"Modern European Philosophy"
61720: PHIL,"Moral Problems of Life and Dea"
61721: PHIL,"Nineteenth Century Philosophy"
61722: PHIL,"Phil Gen Ed Req Met"
61723: PHIL,"Phil Of Film & Photo"
61724: PHIL,"Philo Of Relig/Ethic"
61725: PHIL,"Philosophy & Psych"
61726: PHIL,"Philosophy From India"
61727: PHIL,"Philosophy and Literature"
61728: PHIL,"Philosophy in the 20th Century"
61729: PHIL,"Philosophy of Art"
61730: PHIL,"Philosophy of Law"
61731: PHIL,"Philosophy of Science"
61732: PHIL,"Political Philosophy"
61733: PHIL,"Science Fiction and Philosophy"
61734: PHIL,"Senior Seminar"
61735: PHIL,"Special Studies in Philosophy"
61736: PHIL,"Special Topics in Philosophy"
61737: PHIL,"Symbolic Logic"
61738: PHIL,"The Philosophy of Rights and P"
61739: PHIL,"Thought and Reality"
61740: PHYS,"Astrophysics"
61741: PHYS,"Astrophysics Lecture"
61742: PHYS,"Biologic Apps of Physics"
61743: PHYS,"Concepts in Physics"
61744: PHYS,"Fund Of Experimental Phy"
61745: PHYS,"Fund Of Phy: Theory & Practice"
61746: PHYS,"General Physics I"
61747: PHYS,"General Physics II"
61748: PHYS,"Honors Independent Study PHY I"
61749: PHYS,"Honors Quantitative Physics I"
61750: PHYS,"Honors-Concepts in Physics"
61751: PHYS,"Hypercomplex Numbers App Phys"
61752: PHYS,"Independent Study Physics I"
61753: PHYS,"Independent Study Physics II"
61754: PHYS,"Independent Study Physics III"
61755: PHYS,"Intro Nuclear & Particle Phys"
61756: PHYS,"Lect Conc In Physics"
61757: PHYS,"Lect Gen Physics I"
61758: PHYS,"Lect Gen Physics II"
61759: PHYS,"Methods of Theoretical Physics"
61760: PHYS,"Modern Physics"
61761: PHYS,"Modern Physics Lecture"
61762: PHYS,"Physics on the Computer"
61763: PHYS,"Quantitative Physics I"
61764: PHYS,"Quantitative Physics II"
61765: PHYS,"Special Topics in Theoretical"
61766: PHYS,"Statistical Physics with App"
61767: PORT,"Elementary Portuguese I"
61768: PORT,"Elementary Portuguese II"
61769: POSC,"African Political Systems"
61770: POSC,"Amer Conservatism"
61771: POSC,"Amer Govt Pract & Values"
61772: POSC,"American Foreign Policy"
61773: POSC,"American Political Thought"
61774: POSC,"American Radicalism"
61775: POSC,"Asian Political Systems"
61776: POSC,"Case Studies in American Govt"
61777: POSC,"Civil Liberties"
61778: POSC,"Communist Political Systems"
61779: POSC,"Comp Polit Select Areas World"
61780: POSC,"Comparative Revolutions"
61781: POSC,"Congress & Legislative Proces"
61782: POSC,"Constitutional Law"
61783: POSC,"Contemp International Conflict"
61784: POSC,"Contemp Political Ideologies"
61785: POSC,"Early Political Theory"
61786: POSC,"European Political Systems"
61787: POSC,"Field Work Govt Pol"
61788: POSC,"Gov & Amer Economy"
61789: POSC,"Hon Amer Gov Prac"
61790: POSC,"Hon Independent Study POL I"
61791: POSC,"Hon Independent Study POL II"
61792: POSC,"Hon Intro To Int Religion"
61793: POSC,"Hon Political Soc"
61794: POSC,"Hon Rel & Pol In U.S."
61795: POSC,"Hon The Rise Of Asia Pol"
61796: POSC,"Honors"
61797: POSC,"Honors - Civil Liberty"
61798: POSC,"Honors - Constitutional Law"
61799: POSC,"Honors - Political Science I"
61800: POSC,"Honors - Political Science II"
61801: POSC,"Honors - The Presidency"
61802: POSC,"Honors - U.S. Age of Globaliz"
61803: POSC,"Honors Pol Science"
61804: POSC,"Honors Spec Topic in Poli Sci"
61805: POSC,"Identity Politics in Comparati"
61806: POSC,"Immig & Integration in U.S."
61807: POSC,"Independent Study POL I"
61808: POSC,"Independent Study POL II"
61809: POSC,"Independent Study POLl III"
61810: POSC,"Intro Compartve Govt"
61811: POSC,"Intro To Intl Relatn"
61812: POSC,"Lat Am&Carib Pol Sys"
61813: POSC,"Making of Modern India"
61814: POSC,"Mod Mideast&N.Africa"
61815: POSC,"Modern Political Theory"
61816: POSC,"New York State Assembly and Se"
61817: POSC,"Pol Of Energy & Enviro"
61818: POSC,"Pol Of The 3rd World"
61819: POSC,"Pol Parties & Electn"
61820: POSC,"Pol Sc Gen Ed Req Mt"
61821: POSC,"Pol Sci Gen Edu Req Met"
61822: POSC,"Polit & Govt - NYC"
61823: POSC,"Political Analysis"
61824: POSC,"Political Behavior"
61825: POSC,"Political Economy"
61826: POSC,"Political Parties & Elections"
61827: POSC,"Political Psychology"
61828: POSC,"Political Science Capstone Sem"
61829: POSC,"Political Sociology"
61830: POSC,"Public Administratn"
61831: POSC,"Public Opinion"
61832: POSC,"Public Policy"
61833: POSC,"Religion & Pol- U.S."
61834: POSC,"Research Practicums"
61835: POSC,"Research Skills in Political"
61836: POSC,"Rsrch Practicums in Poli Sci"
61837: POSC,"Sem On Pol Glob"
61838: POSC,"Social Movements and U.S. Poli"
61839: POSC,"Social Welfare Policy"
61840: POSC,"Spec Top In Pol Sci"
61841: POSC,"State and Local Government"
61842: POSC,"The Great Political Debates"
61843: POSC,"The Presidency"
61844: POSC,"The Rise Of Asia-World Aff"
61845: POSC,"The U.N. in World Politics"
61846: POSC,"Topics In Pol & Lit"
61847: POSC,"U.S. Age Of Globaliz"
61848: POSC,"Urban Politics"
61849: POSC,"Urban Public Policy"
61850: POSC,"Women: Politics and Policy"
61851: PSYC,"Abnormal Psychology"
61852: PSYC,"Addiction and Dependency"
61853: PSYC,"Adv PSY Testing"
61854: PSYC,"Adv Rsrch Methods in Psych"
61855: PSYC,"Advanced Organizational Psych"
61856: PSYC,"Advanced Personnel Psychology"
61857: PSYC,"Animal Behavior"
61858: PSYC,"Applied Statistical Analysis"
61859: PSYC,"Assessment in Counseling"
61860: PSYC,"Attitude and Attitude Change"
61861: PSYC,"Capstone: Psy Appr Cont Probl"
61862: PSYC,"Career Counseling"
61863: PSYC,"Child and Adolescent Psychopat"
61864: PSYC,"Clin Techq Ind Psy"
61865: PSYC,"Clinical Health Counseling"
61866: PSYC,"Clinical Instructions"
61867: PSYC,"Clinical Interviewing"
61868: PSYC,"Cognitive Behavioral Therapy"
61869: PSYC,"Cognitive Psychology"
61870: PSYC,"Coping with Grief and Trauma"
61871: PSYC,"Counseling and Group Process"
61872: PSYC,"Design Of Psy Resrch"
61873: PSYC,"Design of Psy Research Sem I"
61874: PSYC,"Dev: Child&Adoles"
61875: PSYC,"Developmental Psychology: Adul"
61876: PSYC,"Diag & Apprsl Sp Gp"
61877: PSYC,"Diversity in the Workplace"
61878: PSYC,"Drugs61879: PSYC,"Emotions in the Workplace"
61880: PSYC,"Environmental Psychology"
61881: PSYC,"Ethical & Legal Iss"
61882: PSYC,"Evolution of Modern Psychology"
61883: PSYC,"Exper Psych Of Learn"
61884: PSYC,"Experimental Philosophy"
61885: PSYC,"Experimental Psychology"
61886: PSYC,"Found of Mental Health Counsel"
61887: PSYC,"General Psychology"
61888: PSYC,"H: Psy Appr to Contemp Probs"
61889: PSYC,"HON Psychology of the Family"
61890: PSYC,"Health Psychology"
61891: PSYC,"Hon Evol Mod Psy"
61892: PSYC,"Hon Independent Study PSY I"
61893: PSYC,"Hon Independent Study PSY II"
61894: PSYC,"Hon Physiolo Psy"
61895: PSYC,"Honors - Abnormal Psychology"
61896: PSYC,"Honors - Cognitive Psychology"
61897: PSYC,"Honors - General Psychology"
61898: PSYC,"Honors - Management Behavior"
61899: PSYC,"Honors - Psychology I"
61900: PSYC,"Honors - Psychology II"
61901: PSYC,"Honors Adv Rsrch Mthds in Psy"
61902: PSYC,"Honors Special Topics in Psych"
61903: PSYC,"Honors- Social Psychology"
61904: PSYC,"Honors-Lit & Psychology"
61905: PSYC,"Honors: Ind and Org Psychology"
61906: PSYC,"Honors: Spe Top in POL SCI"
61907: PSYC,"Human Engineering"
61908: PSYC,"Independent Study PSY II"
61909: PSYC,"Independent Study PSY III"
61910: PSYC,"Independent Study PSY IV"
61911: PSYC,"Independent Study PSY V"
61912: PSYC,"Independent study Psychology I"
61913: PSYC,"Industrial & Orgnizal Psych"
61914: PSYC,"Internship I"
61915: PSYC,"Internship II"
61916: PSYC,"Internship Project Experience"
61917: PSYC,"Internshp In I/O Psy"
61918: PSYC,"Interviewing Techniques"
61919: PSYC,"Intro Environmental Psychology"
61920: PSYC,"Ldrshp & Managerial Develpmnt"
61921: PSYC,"Leadership and Group Processes"
61922: PSYC,"Leadershp/Mgrl Devel"
61923: PSYC,"Lect Gen Psychology"
61924: PSYC,"Life Span Development"
61925: PSYC,"Literature and Psychology"
61926: PSYC,"Mind61927: PSYC,"Obesity & Eating Dsr"
61928: PSYC,"Occupational Health Psychology"
61929: PSYC,"Org Strct & Dynmc"
61930: PSYC,"Personality"
61931: PSYC,"Personality & Indv Differences"
61932: PSYC,"Philosophy and Psychology"
61933: PSYC,"Physiological Psychology"
61934: PSYC,"Political Psychology"
61935: PSYC,"Positive Psychology"
61936: PSYC,"Prac Commun Psy Serv"
61937: PSYC,"Prac Lab & Resrch II"
61938: PSYC,"Pract Conj W Psy 90"
61939: PSYC,"Pract In Comm Psy II"
61940: PSYC,"Pract Lab & Resrch I"
61941: PSYC,"Practicum/Experiential"
61942: PSYC,"Prob Ind Psy/Personn"
61943: PSYC,"Prob Indust Psych II"
61944: PSYC,"Psy Atten & Percep"
61945: PSYC,"Psy Consum Motivatn"
61946: PSYC,"Psy Disabling Condtn"
61947: PSYC,"Psy Field Research"
61948: PSYC,"Psy Impact Org Indv"
61949: PSYC,"Psy Of Stress Mgt"
61950: PSYC,"Psy Proc In Organiz"
61951: PSYC,"Psy Study Of Pol Beh"
61952: PSYC,"Psych Gen Ed Req Met"
61953: PSYC,"Psych Of Stress Mgmt"
61954: PSYC,"Psychology And Law"
61955: PSYC,"Psychology And The Internet"
61956: PSYC,"Psychology Honors III"
61957: PSYC,"Psychology Honors III Honors"
61958: PSYC,"Psychology Internship"
61959: PSYC,"Psychology Of Death"
61960: PSYC,"Psychology Of Deviat"
61961: PSYC,"Psychology Proseminar I"
61962: PSYC,"Psychology and Culture"
61963: PSYC,"Psychology and Urban Problems"
61964: PSYC,"Psychology of Advertising"
61965: PSYC,"Psychology of Career Dev&Plan"
61966: PSYC,"Psychology of Gender"
61967: PSYC,"Psychology of Learning"
61968: PSYC,"Psychology of Life Experience"
61969: PSYC,"Psychology of Motivation"
61970: PSYC,"Psychology of Religion"
61971: PSYC,"Psychology of Training and Dev"
61972: PSYC,"Psychology of Women"
61973: PSYC,"Psychology of the Family"
61974: PSYC,"Psychometric Methods"
61975: PSYC,"Psychopathology"
61976: PSYC,"Psychopathology of Childhood"
61977: PSYC,"Psychosocial & Cult"
61978: PSYC,"Research Methods for Thesis I"
61979: PSYC,"Research Methods in Psychology"
61980: PSYC,"Research Practicum Psych II"
61981: PSYC,"Research Practicum in Psy I"
61982: PSYC,"Resrch Practicum III"
61983: PSYC,"Rsrch & Prog Evaluation"
61984: PSYC,"Rsrch Sem Eval Psych Rsrch II"
61985: PSYC,"Sem Indus & Org Psy"
61986: PSYC,"Seminar Contemp Psy Topics"
61987: PSYC,"Sensation and Perception"
61988: PSYC,"Sexuality:Alternativ"
61989: PSYC,"Small Group Processes"
61990: PSYC,"Social Psychology"
61991: PSYC,"Spec Prbms in Psych Series II"
61992: PSYC,"Spec Prob Psy II"
61993: PSYC,"Spec Probs In PSY II"
61994: PSYC,"Spec Topics In Psych"
61995: PSYC,"Special Prob In Psy"
61996: PSYC,"Special Problems in Psychology"
61997: PSYC,"Special Problems/Psy"
61998: PSYC,"Special Topics in Psychology"
61999: PSYC,"Statistics for Social Science"
62000: PSYC,"Tests and Measurements"
62001: PSYC,"The Psychology of Motivation"
62002: PSYC,"The Psychology of Sleep"
62003: PSYC,"Theories of  Personality"
62004: PSYC,"Theories of Counseling"
62005: PSYC,"Thesis (Thesis II)"
62006: PSYC,"Thought and Reality"
62007: PSYC,"Trainng & Ldrshp Dev"
62008: PSYC,"Trnscult Cncpt Mentl"
62009: PSYC,"Vocational Psychology"
62010: PUAD,"Acc & Aud In Pub Sec"
62011: PUAD,"Adm Of Higher Educ"
62012: PUAD,"Admin Law And Reg"
62013: PUAD,"Admin Management I"
62014: PUAD,"Admin Management II"
62015: PUAD,"Adv Res Meth Pub Pol"
62016: PUAD,"Amer Pub Law Adm Sta"
62017: PUAD,"Apply Tech Pub Admin"
62018: PUAD,"Bureaucracy62019: PUAD,"Bus & Pub Polcy Form"
62020: PUAD,"Bus&Pub Policy Formu"
62021: PUAD,"Capstone Seminar"
62022: PUAD,"Chief Exec Amer Gov"
62023: PUAD,"Comparative Pub Adm"
62024: PUAD,"Development Adminis"
62025: PUAD,"Ecology Of Urban Adm"
62026: PUAD,"Fed&State Gov In Edu"
62027: PUAD,"Fld Wk Pub Adm II"
62028: PUAD,"Fund Rais & Grant Ad"
62029: PUAD,"Governing N.Y.City"
62030: PUAD,"Governmt Contracting"
62031: PUAD,"Govt Contracting"
62032: PUAD,"Hon Pub Admin I"
62033: PUAD,"Hon Pub Admin II"
62034: PUAD,"Honors - Public Administration"
62035: PUAD,"Housing Cd Policy"
62036: PUAD,"Human Resources Plcy"
62037: PUAD,"Human Services Admin"
62038: PUAD,"Humn & Fiscl Res Pub"
62039: PUAD,"Independent Study PUB I"
62040: PUAD,"Independent Study PUB II"
62041: PUAD,"Independent Study PUB III"
62042: PUAD,"Info Sys High Ed Adm"
62043: PUAD,"Intergvmental Relat"
62044: PUAD,"Internshp Pub Admin"
62045: PUAD,"Intro Health Service"
62046: PUAD,"Intro Nonprofit Sect"
62047: PUAD,"Labor Rel In Pub Sec"
62048: PUAD,"Legis Process In Us"
62049: PUAD,"Met Areas & Com Powr"
62050: PUAD,"Nfp & Voluntary Agen"
62051: PUAD,"Organization Theory"
62052: PUAD,"Plan & Commun Devel"
62053: PUAD,"Pol & Adm Research"
62054: PUAD,"Pol & Pub Opinion"
62055: PUAD,"Pol Dynamics In Us"
62056: PUAD,"Pol Econ Pub Admin"
62057: PUAD,"Pol Set Pub Adm& Pol"
62058: PUAD,"Pol Setting Pub Admn"
62059: PUAD,"Polcy/Prog Anal&Eval"
62060: PUAD,"Policy Analysis"
62061: PUAD,"Preservice Intrnship"
62062: PUAD,"Prog Adm In Pub Agen"
62063: PUAD,"Program Evaluation"
62064: PUAD,"Pub Adm & Politics"
62065: PUAD,"Pub Adm In Mod Soc"
62066: PUAD,"Pub Admin Cert F/T"
62067: PUAD,"Pub Personnel&Hr Mgt"
62068: PUAD,"Pub Sector Fin Mgt"
62069: PUAD,"Public Admin"
62070: PUAD,"Public Budget Admin"
62071: PUAD,"Public Regulation of Business"
62072: PUAD,"Res Method For Sem"
62073: PUAD,"Research Design"
62074: PUAD,"Sel Topics Pub Admin"
62075: PUAD,"Selected Topics Publ"
62076: PUAD,"Sem Selectd Tpcs Pub"
62077: PUAD,"Sys Mgt In Publ Sect"
62078: PUAD,"Urban Administration"
62079: PUAD,"Urban Fellowship"
62080: PUAD,"Urban Svcs Delivery"
62081: PUAD,"Urban/Rural Fellow"
62082: PUAF,"Acctng & Audtng in Pub Sector"
62083: PUAF,"Adm Srvc In Col&Univ"
62084: PUAF,"Admin Law & Regulat"
62085: PUAF,"Admin Of Higher Educ"
62086: PUAF,"Administration of the Nonprofi"
62087: PUAF,"Adv Quantit Analysis"
62088: PUAF,"Adv Stat Analysis"
62089: PUAF,"American Public Law"
62090: PUAF,"Analyt Skls Real Est"
62091: PUAF,"Animal Rights and Welfare"
62092: PUAF,"Applying Tech Pub Ad"
62093: PUAF,"Arts and Public Life"
62094: PUAF,"Bldg Cities: Mkts & Govt"
62095: PUAF,"Bldng Cities Mkt&Gov"
62096: PUAF,"Budget & Fin Anal II"
62097: PUAF,"Budget & Finance for Nonprofit"
62098: PUAF,"Budgeting and Financial Analys"
62099: PUAF,"Bureaucracy62100: PUAF,"Business and Public Policy"
62101: PUAF,"Capstone"
62102: PUAF,"Capstone Seminar for the Schoo"
62103: PUAF,"Capstone Seminar in Higher Edu"
62104: PUAF,"Charter School Administration"
62105: PUAF,"Chief Execut Amer Governmts"
62106: PUAF,"Cities and Sustainability"
62107: PUAF,"Citizenship and Public Affairs"
62108: PUAF,"Civic and Political Speech-Mak"
62109: PUAF,"Collective Bargaining"
62110: PUAF,"Collective Bargaining in Highe"
62111: PUAF,"Comm&Info Technology"
62112: PUAF,"Communicating for Equity and S"
62113: PUAF,"Communication Public Settings"
62114: PUAF,"Communication Strategy"
62115: PUAF,"Community Develpment"
62116: PUAF,"Community Relations in Educati"
62117: PUAF,"Comp Public Policy & Admin"
62118: PUAF,"Comparative Health Systems"
62119: PUAF,"Comparative Urban Policy and G"
62120: PUAF,"Compu Appl Fln & U A"
62121: PUAF,"Compu Appl Pln & U A"
62122: PUAF,"Computer Skills P.A."
62123: PUAF,"Conflict Management and Negoti"
62124: PUAF,"Curriculum and Instruction in"
62125: PUAF,"Development Administration"
62126: PUAF,"Diaspora62127: PUAF,"Diversity in Higher Education"
62128: PUAF,"Eco Analysis & Public Policy"
62129: PUAF,"Eco Analysis of Policy"
62130: PUAF,"Eco Pub Sector&Finan"
62131: PUAF,"Ecology Urban Admin"
62132: PUAF,"Economic Anals Crim"
62133: PUAF,"Economics of the Public Sector"
62134: PUAF,"Educational Leadership Interns"
62135: PUAF,"Educational Policy"
62136: PUAF,"Emrg Prep Resp & Rec"
62137: PUAF,"Environmental Policy"
62138: PUAF,"Ethics & Pub Decision Making"
62139: PUAF,"Ethics & Public Dcsn"
62140: PUAF,"Ethics and Civic Engagement"
62141: PUAF,"Fed & State Govt Edu"
62142: PUAF,"Fund Raising & Grants Admin"
62143: PUAF,"Global Communication"
62144: PUAF,"Global Economic Governance"
62145: PUAF,"Global Growth"
62146: PUAF,"Governing New York City"
62147: PUAF,"Governing without Government?"
62148: PUAF,"Government Contracting"
62149: PUAF,"Greening & Growing"
62150: PUAF,"Health And Health Care"
62151: PUAF,"Health Care Policy"
62152: PUAF,"Health Politics & Policymaking"
62153: PUAF,"Health Prog62154: PUAF,"Higher Education62155: PUAF,"History of U.S. Higher Educ"
62156: PUAF,"Hlth Care Cost & Financing"
62157: PUAF,"Hon Capstone"
62158: PUAF,"Hon Citzshp & Paf"
62159: PUAF,"Hon Spec Top In Paf"
62160: PUAF,"Honors"
62161: PUAF,"Honors Sel Top in Publ Affairs"
62162: PUAF,"Honors Thesis"
62163: PUAF,"Housing & Commun Dev"
62164: PUAF,"Housing Policy"
62165: PUAF,"Human Resource Management in E"
62166: PUAF,"Human Resources Policy"
62167: PUAF,"Human Services Administration"
62168: PUAF,"Illicit Trade"
62169: PUAF,"Immigrant Cities"
62170: PUAF,"Ind Study In PAF"
62171: PUAF,"Independent Study PAF I"
62172: PUAF,"Independent Study PAF II"
62173: PUAF,"Info Sys Higher Educ"
62174: PUAF,"Inform Systems Higher Ed Admin"
62175: PUAF,"Information and Society"
62176: PUAF,"Institutional Research"
62177: PUAF,"Instructional Leadership"
62178: PUAF,"Instructional Leadership in Sc"
62179: PUAF,"Intergovernmental Relations"
62180: PUAF,"International Affairs Capstone"
62181: PUAF,"International Development"
62182: PUAF,"International Economics"
62183: PUAF,"International Higher Education"
62184: PUAF,"International Institutions and"
62185: PUAF,"International Nonprofit Orgs"
62186: PUAF,"International Political Econmy"
62187: PUAF,"International Security and th"
62188: PUAF,"Internship in Higher Education"
62189: PUAF,"Internshp In Nonprof"
62190: PUAF,"Intl Regulatory Policy"
62191: PUAF,"Intro Nonprofit Sect"
62192: PUAF,"Intro Special Ed Adm"
62193: PUAF,"Introduction to Higher Educati"
62194: PUAF,"Introduction to Philanthropy"
62195: PUAF,"Introduction to Public Affairs"
62196: PUAF,"Introduction to School Leaders"
62197: PUAF,"Investigative Technq"
62198: PUAF,"Issues in Urban Higher Educati"
62199: PUAF,"Labor Relations Pub Sector"
62200: PUAF,"Labor Union History"
62201: PUAF,"Law62202: PUAF,"Ldrshp & Strategy"
62203: PUAF,"Leadershp & Decision"
62204: PUAF,"Legal and Policy Issues in Edu"
62205: PUAF,"Legislative Pro U.S."
62206: PUAF,"Managerial Economics"
62207: PUAF,"Managing Cultural Diversity"
62208: PUAF,"Map Making For Public"
62209: PUAF,"Map Making for Public Policy"
62210: PUAF,"Media62211: PUAF,"Mentorship in Public Affairs"
62212: PUAF,"Metro Areas & Commun"
62213: PUAF,"Mgt Consult Pub & Nonprof"
62214: PUAF,"Mgt:Behavioral Appro"
62215: PUAF,"Mobilizing Digital Communicati"
62216: PUAF,"Models of Service Delivery"
62217: PUAF,"Nonprofit Administration"
62218: PUAF,"Nonprofit Housing Development"
62219: PUAF,"Organization Behavior in Colle"
62220: PUAF,"Organization Theory"
62221: PUAF,"PAF 9100 Lecture"
62222: PUAF,"PAF 9103 Lecture"
62223: PUAF,"PAF 9140 Lecture"
62224: PUAF,"PAF 9199 Lecture"
62225: PUAF,"Pol Policy Analysis in Edu"
62226: PUAF,"Policy Analysis"
62227: PUAF,"Political Violence"
62228: PUAF,"Population Hlth Plan"
62229: PUAF,"Poverty and Social Policy"
62230: PUAF,"Pract II School District Leads"
62231: PUAF,"Practi For Sch Dis Leaders I"
62232: PUAF,"Practicum I for School Distric"
62233: PUAF,"Practicum II for School Distri"
62234: PUAF,"Principles of Survey Research"
62235: PUAF,"Privatization&Market-Based Gov"
62236: PUAF,"Prod In Public Organ"
62237: PUAF,"Program Aud And Perf"
62238: PUAF,"Program Evaluation"
62239: PUAF,"Progs62240: PUAF,"Pub Affairs Cert F/T"
62241: PUAF,"Pub Personnel & Hrm"
62242: PUAF,"Pub Policy & The Cult Of Sci"
62243: PUAF,"Pub/Non Prof Mgt I"
62244: PUAF,"Pub/Nonprofit Mgt II"
62245: PUAF,"Public Affairs Capstone Semina"
62246: PUAF,"Public Affairs Fellowship"
62247: PUAF,"Public Affairs Internship"
62248: PUAF,"Public Affairs Workshop"
62249: PUAF,"Public Comm and Organizations"
62250: PUAF,"Public Opinion"
62251: PUAF,"Public Policy & Culture of Sci"
62252: PUAF,"Public Sector Financial Mgmt"
62253: PUAF,"Public Service in New York Cit"
62254: PUAF,"Qualitative Studies of Comm"
62255: PUAF,"Quant Meths Poli & Prac"
62256: PUAF,"Race62257: PUAF,"Real Estate Constr Proc"
62258: PUAF,"Real Estate Devt: Case Devt"
62259: PUAF,"Reforming Education"
62260: PUAF,"Rel62261: PUAF,"Reporting&Communicat"
62262: PUAF,"Res Devl:Prin & Gdln"
62263: PUAF,"Research and Analysis I"
62264: PUAF,"Research and Analysis II"
62265: PUAF,"Research for the Educational A"
62266: PUAF,"Rsrch for the Educ Admin"
62267: PUAF,"Schl Ldrshp & Organizl Mgmt"
62268: PUAF,"School Finance and Budgeting"
62269: PUAF,"School Leadership and Org Mgmt"
62270: PUAF,"School Performance Measurement"
62271: PUAF,"Security in the Western Hmsphr"
62272: PUAF,"Sel Top:Adv An Mthds"
62273: PUAF,"Sel Topics Health Policy"
62274: PUAF,"Select Topics In Pa"
62275: PUAF,"Selected Topics"
62276: PUAF,"Selected Topics In PAF"
62277: PUAF,"Selected Topics in Advanced An"
62278: PUAF,"Selected Topics in Educational"
62279: PUAF,"Seminar In Labor Rel"
62280: PUAF,"Special Education Admin"
62281: PUAF,"Stat Analysis Hca"
62282: PUAF,"Strategic Communication for Pu"
62283: PUAF,"Strategies in Classroom Manag"
62284: PUAF,"Strategies in Classroom Manage"
62285: PUAF,"Student Affairs in Higher Ed"
62286: PUAF,"Student Development Theory and"
62287: PUAF,"Survey Research Practicum"
62288: PUAF,"Systems Mgt Pub Sect"
62289: PUAF,"Telecommunications Policy"
62290: PUAF,"The Community College"
62291: PUAF,"The Financing Higher Education"
62292: PUAF,"The Law of Higher Education"
62293: PUAF,"Theory Budgeting Qa"
62294: PUAF,"Topic In Nonprft Mgt"
62295: PUAF,"Topics Public Policy"
62296: PUAF,"Trade Policy"
62297: PUAF,"Urban Economic Development"
62298: PUAF,"Urban School Problems"
62299: PUAF,"Urban Services Delivery"
62300: PUAF,"Urban Transportation Policy"
62301: PUAF,"Western Hemisphere Affairs"
62302: PUAF,"Who Makes Policy?"
62303: PUAF,"Work-Life Communication"
