65077: ACCT,"Accounting 100-Level Elective"
67875: MUSI,"Music in American Life"
67876: MUSI,"Musical Performance I"
67877: MUSI,"Musical Performance II"
67878: MUSI,"Musical Performance III"
67879: MUSI,"Musical Performance IV"
67880: MUSI,"Musicianship I"
67881: MUSI,"Musicianship II"
67882: MUSI,"Musicianship III"
67883: MUSI,"Musicianship IV"
67884: MUSI,"Orchestra Condctng"
67885: MUSI,"Orchestra I"
67886: MUSI,"Orchestra II"
67887: MUSI,"Orchestra III"
67888: MUSI,"Orchestra IV"
67889: MUSI,"Orchestration"
67890: MUSI,"Percussion"
67891: MUSI,"Perf W/Computer & Electronics"
67892: MUSI,"Performance Workshop I"
67893: MUSI,"Performance Workshop II"
67894: MUSI,"Performance Workshop III"
67895: MUSI,"Performance Workshop IV"
67896: MUSI,"Performance Workshop V"
67897: MUSI,"Performance Workshop VI"
67898: MUSI,"Performance Workshop VII"
67899: MUSI,"Performance Workshop VIII"
67900: MUSI,"Piano I"
67901: MUSI,"Piano II"
67902: MUSI,"Private Study I"
67903: MUSI,"Private Study II"
67904: MUSI,"Private Study III"
67905: MUSI,"Private Study IV"
67906: MUSI,"Rock Harmony"
67907: MUSI,"Romantic Era Music"
67908: MUSI,"Rudiments of Music"
67909: MUSI,"Score Analysis"
67910: MUSI,"Secnd Sem Priv Les"
67911: MUSI,"Senior Project (Composition)"
67912: MUSI,"Senior Project (Performance)"
67913: MUSI,"Senior Project (Research)"
67914: MUSI,"Seventh Sem Prv Les"
67915: MUSI,"Sixth-Semester Private Lessons"
67916: MUSI,"Strings"
67917: MUSI,"Struct Analysis II"
67918: MUSI,"Symphony Hist&Lit"
67919: MUSI,"The Music of J.S. Bach"
67920: MUSI,"Third-Semester Private Lessons"
67921: MUSI,"Twentieth-Century Directions"
67922: MUSI,"Woodwinds"
67923: MUSI,"World Music"
67924: NEUR,"Behavioral Genetics"
67925: NEUR,"CELLULAR AND MOLECULAR NEUROSC"
67926: NEUR,"Developmental Neuroscience"
67927: NEUR,"Fdnts Cognitive Sci"
67928: NEUR,"Independent Study"
67929: NEUR,"Journal Seminar I-IV"
67930: NEUR,"Learning"
67931: NEUR,"Master’s Thesis I"
67932: NEUR,"Master’s Thesis II"
67933: NEUR,"Nero-Science Independent Study"
67934: NEUR,"Neuro and Early Devel Brain"
67935: NEUR,"Neuro of Adult Brain Disorders"
67936: NEUR,"Neuroscience Credit"
67937: NEUR,"Research Methods"
67938: NEUR,"SYSTEMS AND NEUROSCIENCE"
67939: NURS,"Adv Health Assess & Diag Reaso"
67940: NURS,"Adv Med/Surg Nrsng"
67941: NURS,"Adv Pharmacology"
67942: NURS,"Adv Practice Nsg with Adults"
67943: NURS,"Adv Practice Nursing Acute"
67944: NURS,"Advanced Therapeutics"
67945: NURS,"App Ldrship Mod in Prof Prac"
67946: NURS,"App Stat Mthd Hlth"
67947: NURS,"Being Happier: Prof Qual Life"
67948: NURS,"Case Mgmt Adv Pract"
67949: NURS,"Child Health Nursing"
67950: NURS,"Clinical Finance & Management"
67951: NURS,"Coll Res Adv Prac Nr"
67952: NURS,"Community Health Nursing"
67953: NURS,"Cult Comp Hltcr Proj"
67954: NURS,"Cultrl Immersion Global Health"
67955: NURS,"Cultural Imm and Global Health"
67956: NURS,"Curriculum in Nursing"
67957: NURS,"Ev-Base Care Oldr Ad"
67958: NURS,"Evaluatn Nrs Educ"
67959: NURS,"Health Assmnt & Physical Exam"
67960: NURS,"Health Orgs67961: NURS,"Health/Dev Disabil"
67962: NURS,"Hlth Care Prgm Dev"
67963: NURS,"Hlth Care Prog Dev"
67964: NURS,"Hlth Care Vulner Pop"
67965: NURS,"Int. Prac App. (Capstone II)"
67966: NURS,"Integrative Practice Proposal"
67967: NURS,"Interpersnl Dynamics"
67968: NURS,"Iss In Hlth&Prof Nrs"
67969: NURS,"Leadership and Mgmt in Nursing"
67970: NURS,"Maternity Nursing"
67971: NURS,"Medical Surgical I Concepts"
67972: NURS,"Medical-Surgical Nursing I"
67973: NURS,"Medical-Surgical Nursing II"
67974: NURS,"Medical-Surgical Nursing III"
67975: NURS,"Nrs Care End Of Life"
67976: NURS,"Nrs Rsch Adv Prac Nr"
67977: NURS,"Nur Thera and Pharm Mgt in Pat"
67978: NURS,"Nurs Care Issues"
67979: NURS,"Nurse As Executive"
67980: NURS,"Nurse as Educator"
67981: NURS,"Nursing Care of Older Adults"
67982: NURS,"Nursing Ind Study"
67983: NURS,"Nursing Independent Study"
67984: NURS,"Nursing Informatics"
67985: NURS,"Nursing Internship"
67986: NURS,"Nursing in Critical Illness"
67987: NURS,"Nursing in the Information Age"
67988: NURS,"Pall Care at the End of Life"
67989: NURS,"Practicum in Nursing Education"
67990: NURS,"Practicum:Pri Hlt II"
67991: NURS,"Practicum:Pri Hlth I"
67992: NURS,"Pri Hlth Care Ad-Gerontology"
67993: NURS,"Pri Hlth Care Adult-Geront II"
67994: NURS,"Primary Health Care I"
67995: NURS,"Primary Health Care II"
67996: NURS,"Primary Health Care III"
67997: NURS,"Professional Nursing Bioethics"
67998: NURS,"Psychiatric Mental Hlth Nursin"
67999: NURS,"Research Nrs Intro"
68000: NURS,"Role Prac:Adlt Acute"
68001: NURS,"Role Pract: Adult Comm Sttngs"
68002: NURS,"Seminar in Profession"
68003: NURS,"Shared Dec Mak in Cont Health"
68004: NURS,"Tchg&Lrng Cult Devel"
68005: NURS,"Tchg&Lrng Nrs Educ"
68006: NURS,"Technological Integrations"
68007: NURS,"Theo Found Adv Prac"
68008: NURS,"Thesis Option"
68009: NURS,"Trncult Conc&Issues"
68010: NURS,"Women’S Hlth Issues"
68011: PERM,"Permit Course"
68012: PERM,"Permit Course - Puerto Rico"
68013: PERM,"Permit Non CUNY"
68014: PHIL,"18  Ooo"
68015: PHIL,"Adv Tpc Ethic&Soc Ph"
68016: PHIL,"Amer Polit Thought"
68017: PHIL,"American Philosophy"
68018: PHIL,"Art and Criticism"
68019: PHIL,"Biblical Themes"
68020: PHIL,"Busness Respnsblty"
68021: PHIL,"Comparative Religion"
68022: PHIL,"Descartes to Kant"
68023: PHIL,"Early Political Theory"
68024: PHIL,"Eastern Philosophy"
68025: PHIL,"Economics and Philosophy"
68026: PHIL,"Ecophlpol Senior Sem"
68027: PHIL,"Environmental Ethics"
68028: PHIL,"Ethical Iss Bus&Soc"
68029: PHIL,"Ethical Theory"
68030: PHIL,"Existentialism"
68031: PHIL,"Experience and Knowledge"
68032: PHIL,"Field Work in Ethics"
68033: PHIL,"Foundations of Mathematics"
68034: PHIL,"History of Legal Thought"
68035: PHIL,"Ideas & World 600 BCE-1600 CE"
68036: PHIL,"Ideas 1600-Present"
68037: PHIL,"Intro To Logic And Science"
68038: PHIL,"Intro to Asian Phil Traditions"
68039: PHIL,"Introduction to Ethics"
68040: PHIL,"Introduction to Philosophy"
68041: PHIL,"Legal Philosophy"
68042: PHIL,"Life and Death: Bioethics"
68043: PHIL,"Logic and Scientific Method"
68044: PHIL,"Major Philosopher I"
68045: PHIL,"Major Philosopher II"
68046: PHIL,"Mathematical Logic"
68047: PHIL,"Modern Western Pol Theory"
68048: PHIL,"Nineteenth-Century Philosophy"
68049: PHIL,"Phil/Religion/Psyc"
68050: PHIL,"Philosophical Thinking"
68051: PHIL,"Philosophy Independent Study"
68052: PHIL,"Philosophy Internshp"
68053: PHIL,"Philosophy of History"
68054: PHIL,"Philosophy of Religion"
68055: PHIL,"Philosophy of Sport"
68056: PHIL,"Philosphy Ind Stdy"
68057: PHIL,"Political Philosophy"
68058: PHIL,"Race Discriminatn"
68059: PHIL,"Recent Political Theory"
68060: PHIL,"Selected Issues in Metaphysics"
68061: PHIL,"Seminar in Philosophy"
68062: PHIL,"Senior Seminar I"
68063: PHIL,"Senior Seminar II"
68064: PHIL,"The Tragic Dilemma"
68065: PHIL,"Theories of Lit and Criticism"
68066: PHOT,"Color Photography"
68067: PHOT,"Conc&Asth Imge Phoii"
68068: PHOT,"Cont Iss In Photogrh"
68069: PHOT,"Digital Photography"
68070: PHOT,"Documentary Methods Photogr"
68071: PHOT,"Fashion Photography"
68072: PHOT,"Fine Art Digital Printing"
68073: PHOT,"Hst&Alt Photo Proces"
68074: PHOT,"Intermediate Photography"
68075: PHOT,"Intr Darkrm Techniqes"
68076: PHOT,"Introduction to Photography"
68077: PHOT,"Photgrphy Ind Stdy"
68078: PHOT,"Photography In New York"
68079: PHOT,"Photography Independent Study"
68080: PHOT,"Photography Internsh"
68081: PHOT,"Photography in New York"
68082: PHOT,"Senior Project I Art & Photog"
68083: PHOT,"Studio Photography I"
68084: PHOT,"Studio Photography II"
68085: PHOT,"The Photographic Portfolio"
68086: PHOT,"Visiting Artist Workshop"
68087: PHTH,"Abnormal Ped Devel & Assess"
68088: PHTH,"Acute Care Physical Therapy"
68089: PHTH,"Adv Asmnt Hum Motion"
68090: PHTH,"Adv Topics Phys Ther"
68091: PHTH,"Biomechanics and Kinesiology"
68092: PHTH,"Cardiac Rehab (Fall Year 2)"
68093: PHTH,"Clin Educ Theories"
68094: PHTH,"Clin Practicum III"
68095: PHTH,"Clini Med for PT (Fall Year I)"
68096: PHTH,"Clinical Affiliation I"
68097: PHTH,"Clinical Affiliation II"
68098: PHTH,"Clinical Affiliation III"
68099: PHTH,"Clinical Affiliation IV"
68100: PHTH,"Clinical Anatomy Summer Year I"
68101: PHTH,"Clinical Decision Making"
68102: PHTH,"Clinical Education: Education"
68103: PHTH,"Clinical Practicum"
68104: PHTH,"Clinical Practicum II"
68105: PHTH,"Clinical Res & Hlth Infomatics"
68106: PHTH,"Colloquium Elective"
68107: PHTH,"Diff Diag & Inter Clinic Neuro"
68108: PHTH,"Diff Diag & Inter in Clin Orth"
68109: PHTH,"Diff Diag in Neuro Eval Summer"
68110: PHTH,"Disabilties Interven"
68111: PHTH,"Elect&Motion Analysi"
68112: PHTH,"Evd-based Rsrch & Appl Stats"
68113: PHTH,"Foundations of Patient Care"
68114: PHTH,"Health Care Admin"
68115: PHTH,"Health Prom  (Spring Year 2)"
68116: PHTH,"Health Promo For Sel"
68117: PHTH,"Human Physio & Exerc Physio"
68118: PHTH,"Integumentary System Asmt & In"
68119: PHTH,"Intro to Muscu Exam (Fall Yr I"
68120: PHTH,"Intro to PT and Ethics"
68121: PHTH,"Introduction: Neurological PT"
68122: PHTH,"Lwr Ext Kinesiology & Assess"
68123: PHTH,"Medical Terminology"
68124: PHTH,"Musc Exam III (Spring Year 2)"
68125: PHTH,"Muscu Exam & Intrv II"
68126: PHTH,"Muscu Exam & Intvn I (Sp Yr I)"
68127: PHTH,"Neurological Interventions I"
68128: PHTH,"Orthotics and Prosthetics"
68129: PHTH,"Pathokinesiology"
68130: PHTH,"Pediatric Dev & Assessment"
68131: PHTH,"Pharm&Sys Review"
68132: PHTH,"Phys Modalities-Clini Dec Make"
68133: PHTH,"Physical Therapy Credit"
68134: PHTH,"Physical Therapy Ind S"
68135: PHTH,"Prax IV: Cardiopl Rehab"
68136: PHTH,"Prax1:Patient Skills"
68137: PHTH,"Prax2:Test/Measurmnt"
68138: PHTH,"Prax3:Therapeutics"
68139: PHTH,"Prax5:Orthoped Treat"
68140: PHTH,"Prax6:Neuromotor"
68141: PHTH,"Prax7:Rehab Topics"
68142: PHTH,"Proprioceptive Neuro Facilitat"
68143: PHTH,"Psycho Aspects of Clin Practic"
68144: PHTH,"Pt Intervention and Prevention"
68145: PHTH,"Pulmonary Physical Therapy"
68146: PHTH,"Radiology and Imaging"
68147: PHTH,"Research Design"
68148: PHTH,"Research Methodologies"
68149: PHTH,"Research Seminar I"
68150: PHTH,"Sem Org Mangmnt"
68151: PHTH,"Sys&Func Nervous System"
68152: PHTH,"Thesis I (Fall Year 2)"
68153: PHTH,"Thesis II"
68154: PHTH,"Thesis III"
68155: PHTH,"Topics In Physical Therapy"
68156: PHTH,"Upper Extmty Kinisio"
68157: PHYS,"Advanced Physics Laboratory"
68158: PHYS,"Applied Quant Physic"
68159: PHYS,"Applied Quantum Physics"
68160: PHYS,"Astrophysics"
68161: PHYS,"Basic Measurements Laboratory"
68162: PHYS,"College Physics II"
68163: PHYS,"College Physics II Laboratory"
68164: PHYS,"Computational Physics"
68165: PHYS,"Dynamics"
68166: PHYS,"Elec Prop Materials"
68167: PHYS,"Engineering Mechanics"
68168: PHYS,"Fluid Mechanics"
68169: PHYS,"Galileo to Newton and Beyond"
68170: PHYS,"General Physics I"
68171: PHYS,"General Physics I Laboratory"
68172: PHYS,"General Physics II"
68173: PHYS,"General Physics II Laboratory"
68174: PHYS,"History of Modern Physics"
68175: PHYS,"Intr Computational Physics Lab"
68176: PHYS,"Introduction to Nanotechnology"
68177: PHYS,"Introduction to Physics"
68178: PHYS,"Matter and Antimatter"
68179: PHYS,"Matter/Antimatter"
68180: PHYS,"Maxwell to Einstein and Beyond"
68181: PHYS,"Mech Prop Materials"
68182: PHYS,"Modern Physics"
68183: PHYS,"Nature of Physical Processes"
68184: PHYS,"Nuclear Physics"
68185: PHYS,"Optics"
68186: PHYS,"Physics 1"
68187: PHYS,"Physics Credit"
68188: PHYS,"Physics For Tchers"
68189: PHYS,"Physics Grad Credit"
68190: PHYS,"Physics Graduate Credit"
68191: PHYS,"Physics I"
68192: PHYS,"Physics II"
68193: PHYS,"Physics Ind Study"
68194: PHYS,"Physics Internship"
68195: PHYS,"Physics Laboratory"
68196: PHYS,"Physics Phenomena"
68197: PHYS,"Physics for Elementary Teacher"
68198: PHYS,"Physics for Engineers"
68199: PHYS,"Physics for Everyone"
68200: PHYS,"Properties of Materials"
68201: PHYS,"Quantum Mechanics"
68202: PHYS,"Relativity"
68203: PHYS,"Sound and Light"
68204: PHYS,"The Scientific Revolution"
68205: PHYS,"Theory Electromagnetic Radiat"
68206: PHYS,"Thermodynamics & Stat Phy"
68207: PHYS,"Transport Processes"
68208: PHYS,"Waves and Modern Physics"
68209: PHYS,"Waves/Optics/Mod Phy"
68210: POSC,"56  Ooo"
68211: POSC,"Administrative Law"
68212: POSC,"Adv Indust Society"
68213: POSC,"African Politics"
68214: POSC,"Amer Govt-Politics"
68215: POSC,"Amer Political & Legal Thought"
68216: POSC,"Amer Welfare State"
68217: POSC,"American Constitutional Law"
68218: POSC,"American Govt&Polit"
68219: POSC,"CUNY Intrn-Ny Govpol"
68220: POSC,"CUNY World Affairs Internship"
68221: POSC,"Capstone Sem in Pol Science"
68222: POSC,"China: Pol/For Relat"
68223: POSC,"City Hall and Albany"
68224: POSC,"City Politics"
68225: POSC,"Civil Rights and Liberties"
68226: POSC,"Communsm Rise & Fall"
68227: POSC,"Comparative Foreign Policy"
68228: POSC,"Comparative Government"
68229: POSC,"Comparative Human Rights"
68230: POSC,"Congressional Politics"
68231: POSC,"Conservatism"
68232: POSC,"Criminal Courts & Def Rights"
68233: POSC,"Criminal Law and Procedure"
68234: POSC,"Cuny Intrn-Ny Govpol"
68235: POSC,"Current Amer Foreign Policy"
68236: POSC,"Democracy and Democratization"
68237: POSC,"Early Political Theory"
68238: POSC,"Early Western Political Theory"
68239: POSC,"East Asian Politics"
68240: POSC,"Energy/Environment"
68241: POSC,"Europ Govt&Society"
68242: POSC,"Foreign Eco Policy"
68243: POSC,"From Ussr To The Cis"
68244: POSC,"History of Legal Thought"
68245: POSC,"Inequality & Welfare"
68246: POSC,"International Law"
68247: POSC,"International Organizations"
68248: POSC,"International Politics"
68249: POSC,"International Security"
68250: POSC,"Internl Pol Economy"
68251: POSC,"Intl Neg & Conflict"
68252: POSC,"Intrnshps in NYS Govt"
68253: POSC,"Intro To Pol Sci"
68254: POSC,"Latin American Politics"
68255: POSC,"Law and Economics"
68256: POSC,"Law68257: POSC,"Legal Philosophy"
68258: POSC,"Marx and Marxism"
68259: POSC,"Middle East"
68260: POSC,"Mod World Ideology"
68261: POSC,"Modern Western Pol Theory"
68262: POSC,"NYC Government II"
68263: POSC,"Nazism and The Holocaust"
68264: POSC,"New York City Government I"
68265: POSC,"Nys Gov Internship"
68266: POSC,"Peace and Co-existence"
68267: POSC,"Pol Grad Credit"
68268: POSC,"Pol Of New Germany"
68269: POSC,"Pol Sci/Eco/Philo Sen Seminar"
68270: POSC,"Pol/Dev Countries"
68271: POSC,"Pol/Eco War-Peace"
68272: POSC,"Political Analysis"
68273: POSC,"Political Economics"
68274: POSC,"Political Geography"
68275: POSC,"Political Parties"
68276: POSC,"Political Sociology"
68277: POSC,"Politics Ind Study"
68278: POSC,"Politics Independent Study"
68279: POSC,"Politics Internship"
68280: POSC,"Politics and the Novel"
68281: POSC,"Politics68282: POSC,"Psychology and Politics"
68283: POSC,"Public Administration."
68284: POSC,"Public Policy Analysis"
68285: POSC,"Race68286: POSC,"Recent Pol Theory"
68287: POSC,"Recent Western Pol Theory"
68288: POSC,"Rev And Revolutionaries"
68289: POSC,"Seminar In Politics"
68290: POSC,"State and Society"
68291: POSC,"Storming Washingtn"
68292: POSC,"Terrorism"
68293: POSC,"The American Legal System"
68294: POSC,"The American Political System"
68295: POSC,"The American Presidency"
68296: POSC,"The Art & Sci Of Pol Resrch"
68297: POSC,"The Israel-Palestine Conflict"
68298: POSC,"The Judicial Process"
68299: POSC,"The Judiciary in Politics"
68300: POSC,"The Politics of Evil"
68301: POSC,"The Russian Revolution"
68302: POSC,"United States Constitution"
68303: POSC,"Uniting Eur: Pol Econ Europ Un"
68304: POSC,"West Euro Pol"
68305: PSYC,"Adv Cogn Behavioral Approaches"
68306: PSYC,"Adv Cognitive Beh App to Couns"
68307: PSYC,"Adv Lrng/Behavr II"
68308: PSYC,"Adv Multicult Counsl"
68309: PSYC,"Adv Physiolgl Psyc"
68310: PSYC,"Advanced Internship"
68311: PSYC,"Advanced Learning and Behavior"
68312: PSYC,"Advanced Seminar in Psychology"
68313: PSYC,"Alcohol&Subst Abuse"
68314: PSYC,"Applied Behavior Analysis"
68315: PSYC,"Applied Public Interest Tech"
68316: PSYC,"Approaches to Psychotherapy"
68317: PSYC,"Asd:Intro To Cont Is"
68318: PSYC,"Assessment in Counseling"
68319: PSYC,"Assmnt&Cnsl Strategy"
68320: PSYC,"Biological Origins of Behavior"
68321: PSYC,"Career Development"
68322: PSYC,"Case Conc&Trmt Strat"
68323: PSYC,"Child Psychopathology"
68324: PSYC,"Clinical Instruction"
68325: PSYC,"Cog-Beh Apprpach to Counsel"
68326: PSYC,"Cognitive Psychology"
68327: PSYC,"Comm Mental Health"
68328: PSYC,"Community Psych"
68329: PSYC,"Comparative Psy"
68330: PSYC,"Comparative Psychology"
68331: PSYC,"Contemp Iss Human Sexuality"
68332: PSYC,"Counseling Psychology"
68333: PSYC,"Counseling and Grief and Loss"
68334: PSYC,"Cross-Cultural Psychology"
68335: PSYC,"Dev/Lifespan Psy"
68336: PSYC,"Developmental Psychology"
68337: PSYC,"Drugs and Behavior"
68338: PSYC,"Environmental Psychology"
68339: PSYC,"Ethics/Child Abuse"
68340: PSYC,"Evolutionary Psychology"
68341: PSYC,"Exp Psych: Cognition & Percept"
68342: PSYC,"Exper Psy:Learng Beh"
68343: PSYC,"Exper Psych: Child Develop"
68344: PSYC,"Exper Psych:Soc&Pers"
68345: PSYC,"Expermntl Soc Psyc"
68346: PSYC,"Fdnts Trtmt Autism"
68347: PSYC,"Fdtns Mental Hlth Cn"
68348: PSYC,"Fnds Trmt Apprch App & Methods"
68349: PSYC,"Forensic Psychology"
68350: PSYC,"Gender and Sexuality"
68351: PSYC,"Group Dynamics"
68352: PSYC,"Group Theory and Practice"
68353: PSYC,"Health Psychology"
68354: PSYC,"Hist & Syst of Psychology"
68355: PSYC,"Immigrant/Family Counseling"
68356: PSYC,"Industrial Psychology"
68357: PSYC,"Infancy"
68358: PSYC,"Internship"
68359: PSYC,"Internship in Psychology"
68360: PSYC,"Intro Forensic Psy"
68361: PSYC,"Lang Acquisition"
68362: PSYC,"Language Development"
68363: PSYC,"Learning Theories"
68364: PSYC,"Ment Hlth Counsel Internship I"
68365: PSYC,"Ment Hlth Internship"
68366: PSYC,"Mental Health Internship"
68367: PSYC,"Mentoring & Adol Dev"
68368: PSYC,"Mntl Hlth Coun Pract"
68369: PSYC,"Mother/Daughtr Sem"
68370: PSYC,"Motivation"
68371: PSYC,"Motor Development"
68372: PSYC,"Parapsychology"
68373: PSYC,"Personal Adjustment"
68374: PSYC,"Phenomenological Psychology"
68375: PSYC,"Phys Psy:Cog&Beh Neu"
68376: PSYC,"Phys Psych II: Motiv Behavior"
68377: PSYC,"Physio Psy:Motiv Beh"
68378: PSYC,"Physiolog Psyc Lab"
68379: PSYC,"Prejudice and Social Identity"
68380: PSYC,"Psy Grad Credit"
68381: PSYC,"Psych Of Aging"
68382: PSYC,"Psych Of Religion"
68383: PSYC,"Psych Persp Disblty"
68384: PSYC,"Psych Research"
68385: PSYC,"Psych&Chinese Cultur"
68386: PSYC,"Psycholgy Elective"
68387: PSYC,"Psycholgy Ind Stdy"
68388: PSYC,"Psychology"
68389: PSYC,"Psychology & Law"
68390: PSYC,"Psychology Independent Study"
68391: PSYC,"Psychology Internship"
68392: PSYC,"Psychology Intrnship"
68393: PSYC,"Psychology and Chinese Culture"
68394: PSYC,"Psychology and the Law"
68395: PSYC,"Psychology of Advertising"
68396: PSYC,"Psychology of Creativity"
68397: PSYC,"Psychology of Death and Dying"
68398: PSYC,"Psychology of Memory"
68399: PSYC,"Psychology of Women"
68400: PSYC,"Psychopathology"
68401: PSYC,"Psycodyn Existn App"
68402: PSYC,"Res&Prog Mthd Mntl"
68403: PSYC,"Seminar In Psycholgy"
68404: PSYC,"Social Psych- Mobile Comm Tech"
68405: PSYC,"Social Psychology"
68406: PSYC,"Socio-Cult Found of Counsel"
68407: PSYC,"Spch68408: PSYC,"Statistics in Psychology"
68409: PSYC,"Stress Management"
68410: PSYC,"Tests/Measurements"
68411: PSYC,"The Atypical Child"
68412: PSYC,"The Psychology of Emotion"
68413: PSYC,"Theories of Personality"
68414: RORE,"Con Ed General"
68415: RORE,"Cuny Start Room Use"
68416: RORE,"Eng Lang Institute"
68417: RORE,"Non-Course Activty"
68418: RORE,"Room Club"
68419: RORE,"Room Creative Exchange"
68420: RORE,"Room Little Explorers"
68421: RORE,"Room Offline"
68422: RORE,"Roomclip"
68423: RUSS,"Russian 100-Level Elective"
68424: SCIE,"30  Ooo"
68425: SCIE,"30 Oooo"
68426: SCIE,"American Society"
68427: SCIE,"Contemporary Social Issues"
68428: SCIE,"Cultural Geography"
68429: SCIE,"Fundamentals of Mathematics I"
68430: SCIE,"Fundamentals of Mathematics II"
68431: SCIE,"Honors Sci Writing"
68432: SCIE,"Humanities I: Ancient Cultures"
68433: SCIE,"Humanities III:Modern Cultures"
68434: SCIE,"Ins Idependnt Study"
68435: SCIE,"Integr Physical Science II Lab"
68436: SCIE,"Integrated Physical Science I"
68437: SCIE,"Integrated Physical Science II"
68438: SCIE,"Integrtd Sci I Lab"
68439: SCIE,"Life Science in Context"
68440: SCIE,"Medieval/Early Modern Cultures"
68441: SCIE,"Nature of Physical Processes"
68442: SCIE,"Philosophy of Science"
68443: SCIE,"Political Geography"
68444: SCIE,"Power68445: SCIE,"Sci68446: SCIE,"Sci68447: SCIE,"Sci/Ed Policy/Tchrs"
68448: SCIE,"Sci/Lt/Soc Ind Std"
68449: SCIE,"Sci/Lt/Soc Internshp"
68450: SCIE,"Science Ind Study"
68451: SCIE,"Science Independent Study"
68452: SCIE,"Science Internship"
68453: SCIE,"Science Letter Soc Internship"
68454: SCIE,"Social Geography"
68455: SCIE,"Social Thought"
68456: SCIE,"The American Political System"
68457: SCIE,"World Civilization I"
68458: SCIE,"World Civilization II"
68459: SEEK,"Freshman Orientation"
68460: SEEK,"Learning to Learn"
68461: SEEK,"Psychdynm Stdnt Life"
68462: SEEK,"Stress Management"
68463: SILC,"Coll Success Learning 4"
68464: SOCI,"Alt Soc Futures"
68465: SOCI,"Birth and Death"
68466: SOCI,"Caribbean Societies"
68467: SOCI,"Class68468: SOCI,"Community Building"
68469: SOCI,"Computerized Research Analysis"
68470: SOCI,"Contemp Socio Theory"
68471: SOCI,"Contemporary Social Issues"
68472: SOCI,"Criminology"
68473: SOCI,"Ethnicity and Immigration"
68474: SOCI,"Food68475: SOCI,"Gender and Violence"
68476: SOCI,"Gendr Race Eth Class"
68477: SOCI,"Globalizatn&Wrld Sys"
68478: SOCI,"Grnt Fundng/Pub Admn"
68479: SOCI,"Health&Medicine Soc"
68480: SOCI,"Institutions of Control"
68481: SOCI,"Knowledge/Ideology"
68482: SOCI,"Latinas/os in the U.S."
68483: SOCI,"Marriage and the Family"
68484: SOCI,"Mass Media in Modern Society"
68485: SOCI,"Media and the Margins"
68486: SOCI,"Minority Groups"
68487: SOCI,"Modern Korean Culture"
68488: SOCI,"People and Society"
68489: SOCI,"Policing & Mass Incarceration"
68490: SOCI,"Power & Society in Latin Amer"
68491: SOCI,"Psy/Soc Disabl Aspcs"
68492: SOCI,"Research Sem In Soc/Ant"
68493: SOCI,"Seminar In Sociology"
68494: SOCI,"Sex and Society"
68495: SOCI,"Soc Of The Envir And Ecology"
68496: SOCI,"Social Analysis"
68497: SOCI,"Social Change"
68498: SOCI,"Social Move & Social Justice"
68499: SOCI,"Social Planning"
68500: SOCI,"Social Problems"
68501: SOCI,"Social Thought"
68502: SOCI,"Social Welfare"
68503: SOCI,"Socialization of the Child"
68504: SOCI,"Sociological Issues"
68505: SOCI,"Sociological Theory"
68506: SOCI,"Sociology Elective"
68507: SOCI,"Sociology Ind Stdy"
68508: SOCI,"Sociology Independent Study"
68509: SOCI,"Sociology Internship"
68510: SOCI,"Sociology Of Sport"
68511: SOCI,"Sociology Research"
68512: SOCI,"Sociology and Politics"
68513: SOCI,"Sociology of Aging"
68514: SOCI,"Sociology of Education"
68515: SOCI,"Sociology of Language"
68516: SOCI,"Sociology of Men"
68517: SOCI,"Sociology of Mental Illness"
68518: SOCI,"Sociology of Organizations"
68519: SOCI,"Sociology of Religion"
68520: SOCI,"Sociology of Women"
68521: SOCI,"Sociology of Work and Leisure"
68522: SOCI,"Sociology of the Arts"
68523: SOCI,"Technlgy & Society"
68524: SOCI,"The Community"
68525: SOCI,"The High Cost of Cheap Food"
68526: SOCI,"The Individual in Society"
68527: SOCI,"Urban Society"
68528: SOCI,"Urban Sociology"
68529: SOCI,"Wall St & Economic Crisis"
68530: SOCI,"Women and Work"
68531: SOSC,"Guided Indep Study"
68532: SOSC,"Independent Study"
68533: SOWO,"Assess & Form in SW Practice"
68534: SOWO,"Bridge to Concentration"
68535: SOWO,"Comm Serv Learn & Prof Dev Sem"
68536: SOWO,"Community Service Learning"
68537: SOWO,"Community Service Learning Exp"
68538: SOWO,"Dev Disabil Intrnshp"
68539: SOWO,"Develpmntl Disabltes"
68540: SOWO,"Disability and Health Systems"
68541: SOWO,"Diversity in Social Work"
68542: SOWO,"Drugs and Alcohol"
68543: SOWO,"Hum Behav Soc Env II"
68544: SOWO,"Hum Behv Soc Env I"
68545: SOWO,"Human Sex & Helping Prof"
68546: SOWO,"Immig & Swk Practice"
68547: SOWO,"Int to Disability Stud for SWK"
68548: SOWO,"Intimate Partner Violence"
68549: SOWO,"Intro to Disability Studies"
68550: SOWO,"Introduction to Social Work"
68551: SOWO,"MSW HBSE II: Culture & Develop"
68552: SOWO,"MSW Integrative Seminar"
68553: SOWO,"MSW Integrative Seminar II"
68554: SOWO,"MSW Integrative Seminar III"
68555: SOWO,"MSW Integrative Seminar IV"
68556: SOWO,"MSW Internship I"
68557: SOWO,"MSW Internship II (2 Credits)"
68558: SOWO,"MSW Internship III"
68559: SOWO,"MSW Internship IV"
68560: SOWO,"MSW Pract II: Pract w/Groups I"
68561: SOWO,"MSW Research I"
68562: SOWO,"MSW Research II"
